"","X","contributions","between_centrality","loc","member","org"
"497","Icelandjack",3,0,"[]","False","facebook"
"498","Icenowy",58,0,"Guangzhou, Guangdong China","False","facebook"
"499","IdaszakDaniel",1,0,"","False","facebook"
"500","Ider",1,0,"","False","facebook"
"501","Igevorse",5,0,"","False","facebook"
"502","IgorGanapolsky",1,0,"[]","False","facebook"
"503","Ikuyadeu",1,0,"[]","False","facebook"
"504","ImanMh",1,0,"Tehran","False","facebook"
"505","ImanolBarba",1,0,"","False","facebook"
"506","ImgBotApp",1,0,"[]","False","facebook"
"507","Imundy",1,0,"Cupertino, California","False","facebook"
"508","InTheCloudDan",6,0,"","False","facebook"
"509","Incognito",1,0,"Berlin","False","facebook"
"510","Inferis",14,0,"[]","False","facebook"
"511","InhamulHassan",1,0,"[]","False","facebook"
"512","InternetExplorer7",2,0,"","False","facebook"
"513","Ironholds",1,0,"","False","facebook"
"514","Ishaan28malik",1,0,"[]","False","facebook"
"515","IslamAbdelRahman",314,0.00127958313773323,"Seattle","True","facebook"
"516","ItalyPaleAle",1,0,"[]","False","facebook"
"517","Ivan-Skotsyk",1,0,"","False","facebook"
"518","IvanKobzarev",1,0,"San Francisco","False","facebook"
"519","IvanVergiliev",4,0.000144001882014915,"","False","facebook"
"520","IwanKaramazow",144,0,"","False","facebook"
"521","JAStanton",4,0,"Seattle, WA","False","facebook"
"522","JBallin",2,0,"[]","False","facebook"
"523","JChord",1,0,"[]","False","facebook"
"524","JESii",1,0,"[]","False","facebook"
"525","JIghtuse",1,0,"[]","False","facebook"
"526","JJSaccolo",1,0,"","False","facebook"
"527","JKHeadley",1,0,"Santa Clara, CA","False","facebook"
"528","JLHwung",3,0.000503162174692051,"Waterloo, ON, Canada","False","facebook"
"529","JLLeitschuh",1,0,"Boston, MA","False","facebook"
"530","JMPerez",1,0,"[]","False","facebook"
"531","JPMoresmau",6,0,"St Guilhem Le Desert, France","False","facebook"
"532","JPanneel",1,0,"[]","False","facebook"
"533","JRG-Developer",17,0,"[]","False","facebook"
"534","JWZ2018",44,0,"","False","facebook"
"535","JaDogg",1,0,"London","False","facebook"
"536","Jack-Works",2,0,"[]","False","facebook"
"537","JackWang-celestica",3,0,"","False","facebook"
"538","JacksonGL",7,2.75300261951503e-05,"CA","True","facebook"
"539","JacobMGEvans",1,0,"[]","False","facebook"
"540","JakeWharton",176,0.000149635604737532,"[]","False","facebook"
"541","Jakepodell",1,0,"NYC","False","facebook"
"542","JamesKuang",1,0,"[]","False","facebook"
"543","JamesTran",2,0,"[]","False","facebook"
"544","JamieEi",3,6.69557098026819e-05,"Seattle, WA","True","facebook"
"545","Janpot",1,0,"[]","False","facebook"
"546","Jason-Cooke",4,0.000198554701528667,"Auckland, New Zealand","False","facebook"
"547","JasonEtco",1,0,"Toronto, ON","False","facebook"
"548","JaviSoto",22,0,"[]","False","facebook"
"549","Javran",6,0,"[]","False","facebook"
"550","JayCarraway",1,0,"","False","facebook"
"551","JayNewstrom",1,0,"Omaha, NE","False","facebook"
"552","JeanMarcSaad",1,0,"","False","facebook"
"553","Jeanmsilva89",1,0,"[]","False","facebook"
"554","Jearil",3,0,"[]","False","facebook"
"555","JedWatson",2,0,"[]","False","facebook"
"556","JeffGuKang",2,0,"[]","False","facebook"
"557","Jeffail",1,0,"Reading, UK","False","facebook"
"558","JeffreyATW",1,0,"[]","False","facebook"
"559","JelleZijlstra",1,0,"San Mateo, CA","False","facebook"
"560","JelteF",1,0,"[]","False","facebook"
"561","JenniferWang",64,4.37889344295824e-05,"California","False","facebook"
"562","JeromeDeLeon",1,0,"[]","False","facebook"
"563","Jerry-wiwynn",3,0,"","False","facebook"
"564","JesseRWeigel",1,0,"[]","False","facebook"
"565","JesseTG",1,0,"[]","False","facebook"
"566","JesseVermeulen123",1,0,"Amsterdam, Netherlands","False","facebook"
"567","Jessidhia",5,0,"[]","False","facebook"
"568","Jheysoon",1,0,"[]","False","facebook"
"569","JiYou",4,0,"ShangHai","False","facebook"
"570","JiamingFB",43,7.40673077012235e-06,"","False","facebook"
"571","Jiansen",2,0,"[]","False","facebook"
"572","Jimexist",1,0,"Beijing","False","facebook"
"573","Jing118",2,0,"","False","facebook"
"574","JisuPark",1,0,"[]","False","facebook"
"575","Jma353",1,0,"Seattle, WA","False","facebook"
"576","Jo-Con-El",4,0.000256077338986452,"Palo Alto","False","facebook"
"577","JoeCortopassi",1,0,"[]","False","facebook"
"578","JoeDailey",1,0,"[]","False","facebook"
"579","JoeLoser",111,9.54042735818299e-05,"Denver","False","facebook"
"580","JoeStanton",12,0,"London","False","facebook"
"581","JoelMarcey",849,0.0397596322725447,"Menlo Park, CA","True","facebook"
"582","JoelOtter",1,0,"[]","False","facebook"
"583","Johan-dutoit",3,0,"[]","False","facebook"
"584","Johennes",1,0,"[]","False","facebook"
"585","JohnLato",2,0,"[]","False","facebook"
"586","JohnnyCrazy",1,0,"Germany | Munich","False","facebook"
"587","JohnnyDevMode",14,0,"[]","False","facebook"
"588","JonCoens",40,0.000933638580569813,"","False","facebook"
"589","JonShemitz",78,0,"[]","False","facebook"
"590","JonathanUsername",1,0,"London, UK","False","facebook"
"591","JonathanWbn",1,0,"Hamburg, Germany","False","facebook"
"592","Jonathannsegal",1,0,"Ames, IA","False","facebook"
"593","JonnyBurger",8,0.000154108981304316,"Zurich, Switzerland","False","facebook"
"594","JoseRenan",1,0,"Campina Grande, PB - Brazil","False","facebook"
"595","JosephDuffy",1,0,"[]","False","facebook"
"596","JoshRosenstein",6,0,"PA","False","facebook"
"597","JoshWu",87,0,"Shanghai, China","False","facebook"
"598","JoshuaGross",380,0.000494588171245772,"Sunnyvale, CA","True","facebook"
"599","JoshuaJamesOng",1,0,"[]","False","facebook"
"600","JoshuaKGoldberg",2,0,"Brooklyn, NYC","False","facebook"
"601","Journerist",2,0,"Germany","False","facebook"
"602","JoviDeCroock",1,0,"[]","False","facebook"
"603","JuIioCesar",1,0,"San Francisco","False","facebook"
"604","Juanjofp",1,0,"[]","False","facebook"
"605","Julek",23,0,"","False","facebook"
"606","JulesWang",4,0,"[]","False","facebook"
"607","JulienKode",1,0,"[]","False","facebook"
"608","JullietRUS",1,0,"[]","False","facebook"
"609","JuniperPhoton",1,0,"Beijing","False","facebook"
"610","JunqiWang",21,1.59503553850135e-05,"","False","facebook"
"611","JustinCarmony",1,0,"Layton, UT","False","facebook"
"612","JustinTRoss",2,0,"[]","False","facebook"
"613","JustusAdam",2,0,"Canterbury, UK","False","facebook"
"614","Juzley",1,0,"","False","facebook"
"615","Jyrno42",1,0,"Estonia, Tallinn","False","facebook"
"616","KCraw",1,0,"Chicago, IL","False","facebook"
"617","KELiON",1,0,"Samara, Russia","False","facebook"
"618","Kachulio1",2,0,"[]","False","facebook"
"619","KaiHa",17,0,"[]","False","facebook"
"620","Kamahl19",2,0,"[]","False","facebook"
"621","KaneTW",9,0,"[]","False","facebook"
"622","KapJI",85,0.000255529461680244,"London, UK","True","facebook"
"623","Kapin",125,0,"Toronto, Canada","False","facebook"
"624","KaterGor",1,0,"[]","False","facebook"
"625","Kazemir",1,0,"Russia, Tomsk","False","facebook"
"626","Kazuya93",3,0,"[]","False","facebook"
"627","Keerthyj",81,0,"","False","facebook"
"628","Kelltimo",1,0,"Phoenix, AZ","False","facebook"
"629","Ken-Lim",1,0,"","False","facebook"
"630","KendallHopkins",58,0,"[]","False","facebook"
"631","Kerumen",9,7.76608083558406e-06,"France","False","facebook"
"632","KevinHock",2,0,"I love San Francisco","False","facebook"
"633","KevinTCoughlin",3,0,"[]","False","facebook"
"634","Keweiqu",1,0,"Menlo Park, CA","True","facebook"
"635","KhogaEslam",1,0,"Alexandria, Egypt","False","facebook"
"636","KindDragon",7,0,"[]","False","facebook"
"637","Kishore-B-Rao",7,0,"","False","facebook"
"638","Kiwi137",45,0,"[]","False","facebook"
"639","Kiwka",7,0,"[]","False","facebook"
"640","KjellSchubert",3,3.55686827451036e-06,"","False","facebook"
"641","Kjuly",33,0,"X, CHINA","False","facebook"
"642","KnisterPeter",4,0,"Germany, Hamburg","False","facebook"
"643","KoMinkyu",1,0,"Seoul, South Korea","False","facebook"
"644","KohheePeace",2,0,"","False","facebook"
"645","KrauseFx",3,7.70982816595244e-05,"https://whereisfelix.today","False","facebook"
"646","Krinkle",1,0,"London, United Kingdom","False","facebook"
"647","KrishMunot",1,0,"","False","facebook"
"648","KritikaDhananjay",39,0,"[]","False","facebook"
"649","Krogsager",1,0,"Denmark","False","facebook"
"650","Kroisse",1,0,"[]","False","facebook"
"651","Kronopath",2,0,"[]","False","facebook"
"652","Kronuz",1,0,"Menlo Park, California","True","facebook"
"653","KrzysFR",22,0,"[]","False","facebook"
"654","Ktwu",32,5.77557650414729e-05,"","False","facebook"
"655","Kudo",23,1.44269869354515e-05,"Taipei, Taiwan","False","facebook"
"656","Kuniwak",1,0,"[]","False","facebook"
"657","Kureev",5,7.76608083558406e-06,"London","False","facebook"
"658","KyleAMathews",12,0.000864807269804571,"San Francisco","False","facebook"
"659","KylinChang",346,0.00051134567889529,"Menlo Park, CA","True","facebook"
"660","LAITONEN",1,0,"[]","False","facebook"
"661","LAgagggggg",1,0,"","False","facebook"
"662","LINKIWI",3,0,"","False","facebook"
"663","LalatenduMohanty",1,0,"[]","False","facebook"
"664","LanceJernigan",6,0,"Knoxville","False","facebook"
"665","Lawrence-Krukrubo",1,0,"Lagos","False","facebook"
"666","LazyChild",3,0,"Shanghai","False","facebook"
"667","LcTrKiD",1,0,"Spain","False","facebook"
"668","Lcsmarcal",4,0,"[]","False","facebook"
"669","Leandros",15,0,"[]","False","facebook"
"670","LeeHowes",260,0.00158370094984956,"","False","facebook"
"671","LeeYoung624",6,0,"[]","False","facebook"
"672","LegNeato",124,0.000673233304227152,"San Francisco","False","facebook"
"673","Legoless",16,0,"[]","False","facebook"
"674","Lemmih",74,0.00823709371641292,"[]","False","facebook"
"675","LeorentKelmendi",3,0,"","False","facebook"
"676","LeventErkok",13,0,"[]","False","facebook"
"677","LinusU",5,2.0936287474033e-05,"London, UK","False","facebook"
"678","Little-Wallace",3,0,"","False","facebook"
"679","LolHens",2,0,"[]","False","facebook"
"680","LongYC",1,0,"Malaysia","False","facebook"
"681","LouisStAmour",1,0,"Toronto, ON","False","facebook"
"682","LoveTommy",2,0,"zhejiang,hangzhou,china","False","facebook"
"683","LucasLLC",1,0,"","False","facebook"
"684","LuizZak",2,0,"[]","False","facebook"
"685","LukasGentele",1,0,"San Francisco","False","facebook"
"686","LukeStClair",1,0,"[]","False","facebook"
"687","LukeXeon",1,0,"❤China","False","facebook"
"688","Lun-Liu",65,0,"[]","False","facebook"
"689","Lupino",1,0,"","False","facebook"
"690","Lxxyx",1,0,"China Hangzhou","False","facebook"
"691","Lyonsclay",1,0,"[]","False","facebook"
"692","M-Izadmehr",2,0,"[]","False","facebook"
"693","MDSilber",16,0,"[]","False","facebook"
"694","MDrollette",1,0,"[]","False","facebook"
"695","MM3y3r",1,0,"Munich","False","facebook"
"696","MSNexploder",17,0.00182257043568138,"Rosenheim, Germany","False","facebook"
"697","MSch",2,0,"Vienna, Austria","False","facebook"
"698","MaTriXy",2,4.09885448971754e-05,"Far Far close","False","facebook"
"699","Maaarcocr",1,0,"London","False","facebook"
"700","MaartenStaa",1,0,"Netherlands","False","facebook"
"701","Macarse",13,0,"[]","False","facebook"
"702","Macil",2,0,"San Francisco, CA","False","facebook"
"703","MaggieMoss",424,0.00017135564725354,"San Francisco","False","facebook"
"704","MahdiAbdi",1,0,"Tehran, Iran","False","facebook"
"705","MahdiZareie",1,0,"[]","False","facebook"
"706","MaideCa",15,0,"[]","False","facebook"
"707","Majkl578",12,0,"[]","False","facebook"
"708","MajorBreakfast",1,0,"Mainburg, Germany","False","facebook"
"709","ManasJayanth",19,0.000348913054772059,"Bangalore","False","facebook"
"710","Mani-Sadhasivam",28,0,"Erode,Tamilnadu,India","False","facebook"
"711","ManoelLobo",2,0,"[]","False","facebook"
"712","MarcWeber",2,0,"[]","False","facebook"
"713","MarcelCutts",1,0,"[]","False","facebook"
"714","MarcoFusi",1,0,"Italy","False","facebook"
"715","MarcoSero",1,0,"[]","False","facebook"
"716","MariuszWisniewski",21,0,"[]","False","facebook"
"717","Mark1626",8,0.00018870570190117,"","False","facebook"
"718","MarkLeith",49,0.000102832630436096,"Worcester, England","False","facebook"
"719","MarkOSullivan94",2,0,"[]","False","facebook"
"720","MartinSherburn",20,0.000245907234783998,"","False","facebook"
"721","MaskRay",1,0,"[]","False","facebook"
"722","MatanBobi",1,0,"Tel Aviv, Israel","False","facebook"
"723","MateusZitelli",1,0,"[]","False","facebook"
"724","Matt-Schellhas",78,0.000128335596118814,"","False","facebook"
"725","MattFoley",9,7.76608083558406e-06,"San Fran","False","facebook"
"726","MattMorgis",3,0,"Philadelphia ","False","facebook"
"727","MattesGroeger",17,0,"[]","False","facebook"
"728","MatthieuPeyrot",1,0,"Paris , France","False","facebook"
"729","Mattin",1,0,"Bratislava, Slovakia","False","facebook"
"730","Max-Burns",3,3.02077102075223e-05,"San Francisco Bay Area, California","False","facebook"
"731","MaxDesiatov",12,0,"[]","False","facebook"
"732","MaxGabriel",18,0,"[]","False","facebook"
"733","MaxKrummenacher",19,0,"","False","facebook"
"734","MaximeBoucher",3,0,"[]","False","facebook"
"735","McNouvion",3,0,"Jersey City","False","facebook"
"736","MeghnaM",6,0,"[]","False","facebook"
"737","MengjueW",36,1.08247755142413e-05,"","False","facebook"
"738","Met48",1,0,"","False","facebook"
"739","MethodGrab",1,0,"UK","False","facebook"
"740","MiLeung",2,0,"[]","False","facebook"
"741","MichaReiser",26,0.000157087131447783,"Zürich","False","facebook"
"742","MichaelDeBoey",18,0.00032222926078108,"[]","False","facebook"
"743","MichaelEvans",4,0,"New York","False","facebook"
"744","MichalLytek",2,0,"Poland","False","facebook"
"745","MichalZalecki",2,0,"Wrocław","False","facebook"
"746","MichelBahl",1,0,"Düsseldorf","False","facebook"
"747","MicheleBertoli",4,0,"London, England","True","facebook"
"748","MiguelLavigne",1,0,"[]","False","facebook"
"749","MikeMitterer",1,0,"[]","False","facebook"
"750","MikeYermolayev",1,0,"Belarus, Minsk","False","facebook"
"751","Mikolaj",6,0,"[]","False","facebook"
"752","MillerGregor",1,0,"[]","False","facebook"
"753","MinghuanLian",16,0,"","False","facebook"
"754","Minishlink",7,0.000307873173500841,"Paris, France","False","facebook"
"755","MinkyuKang",139,0,"","False","facebook"
"756","MirzayevFarid",1,0,"","False","facebook"
"757","MisterTea",9,0.00115746411796338,"","False","facebook"
"758","Mistuke",169,1.72658503906034e-05,"Cambridge, United Kingdom","False","facebook"
"759","Mizuchi",258,0.000390232489635659,"Menlo Park, CA","False","facebook"
"760","MoOx",3,0.000242479684194178,"Toulouse, France","False","facebook"
"761","MohamadKh75",3,0,"[]","False","facebook"
"762","MohamedBassem",32,9.73721843713711e-05,"London, UK","False","facebook"
"763","MonaHashem",1,0,"","False","facebook"
"764","Morabbin",2,0,"[]","False","facebook"
"765","MorrisLaw",1,0,"Princeton, NJ, United States","False","facebook"
"766","MosheBerman",22,0,"[]","False","facebook"
"767","MostafaNawara",2,0,"[]","False","facebook"
"768","MrAnno",9,1.11456192455067e-05,"[]","False","facebook"
"769","MrVan",591,0,"Suzhou, China","False","facebook"
"770","Mrezz",3,6.75388056072505e-06,"","False","facebook"
"771","Msegan",11,0,"[]","False","facebook"
"772","Muritavo",1,0,"","False","facebook"
"773","Mxiim",66,0.000494946626473923,"","False","facebook"
"774","MyDanny",56,0.000102832630436096,"","False","facebook"
"775","Myasuka",3,0,"Beijing, China","False","facebook"
"776","Myles1",1,0,"[]","False","facebook"
"777","MyrikLD",2,2.85014282982537e-05,"Belarus, Minsk","False","facebook"
"778","NE-SmallTown",22,0,"[]","False","facebook"
"779","NMinhNguyen",8,0.000161208942380417,"[]","False","facebook"
"780","NSElvis",2,0,"[]","False","facebook"
"781","NShahri",3,0,"[]","False","facebook"
"782","NTillmann",641,2.73941107969271e-05,"","False","facebook"
"783","NYDrewReynolds",3,0,"[]","False","facebook"
"784","NachoSoto",22,0,"[]","False","facebook"
"785","Nadia--",2,0,"[]","False","facebook"
"786","Naman-Bhalla",1,0,"India","False","facebook"
"787","NaomiReeves",105,0.00117378955114583,"San Francisco, CA","True","facebook"
"788","Natolumin",2,2.47348271829823e-05,"","False","facebook"
"789","Naturalclar",55,0.00131481922780214,"Chiba, Japan","False","facebook"
"790","NestorTejero",1,0,"[]","False","facebook"
"791","NevilleS",2,0,"New York","False","facebook"
"792","Nezia1",1,0,"[]","False","facebook"
"793","Ngo-The-Trung",1,0,"[]","False","facebook"
"794","NiGhTTraX",1,0,"Sweden","False","facebook"
"795","Niadb",8,0,"[]","False","facebook"
"796","NicBonetto",2,0,"[]","False","facebook"
"797","NickAb",3,0,"[]","False","facebook"
"798","NickGerleman",8,0,"Seattle, Washington","False","facebook"
"799","NickStefan",1,0,"San Francisco, CA","False","facebook"
"800","NicolasT",7,0,"[]","False","facebook"
"801","NightlyNexus",3,2.40561034358493e-05,"New York","False","facebook"
"802","Nikita2k",1,0,"[]","False","facebook"
"803","NikolaiSa",1,0,"","False","facebook"
"804","Nilomiranda",1,0,"","False","facebook"
"805","NinjaKittenProductions",30,0,"","False","facebook"
"806","NinjaTrappeur",1,0,"[]","False","facebook"
"807","NishealJ",4,0,"Bangalore","False","facebook"
"808","Nishikoh",1,0,"Japan","False","facebook"
"809","Noah-Silvera",2,0,"Victoria BC","False","facebook"
"810","NoamELB",7,0.000252089812988697,"TLV","False","facebook"
"811","Noitidart",2,0,"[]","False","facebook"
"812","NolanRus",2,0,"[]","False","facebook"
"813","Noltari",191,0,"Getafe, Spain","False","facebook"
"814","Nonnus",1,0,"[]","False","facebook"
"815","Noorquacker",1,0,"","False","facebook"
"816","Norbyte",6,0,"[]","False","facebook"
"817","NorfairKing",3,0,"[]","False","facebook"
"818","NuclearError",1,0,"London","False","facebook"
"819","OCamlPro-Bozman",13,8.55952910926719e-05,"","False","facebook"
"820","ODAEL",2,2.74853716771566e-05,"Moscow","False","facebook"
"821","Oba-One",1,0,"[]","False","facebook"
"822","Ocramius",5,0,"[]","False","facebook"
"823","OhadRau",9,0,"Atlanta, GA","False","facebook"
"824","Ojisama",1,0,"","False","facebook"
"825","Oleg24",2,0,"[]","False","facebook"
"826","OleksiyA",1,0,"Los Angeles","False","facebook"
"827","OliverLetterer",155,0.000205739507317515,"Germany","False","facebook"
"828","Olof-Hojvall",4,0,"Sweden","False","facebook"
"829","Omrankabalan",1,0,"","False","facebook"
"830","OndrejNepozitek",1,0,"Prague, Czech Republic","False","facebook"
"831","OrkhanAlikhanov",3,0,"Baku, Azerbaijan","False","facebook"
"832","Orphis",1,0,"Stockholm, Sweden","False","facebook"
